,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
266,GO:BP,GO:0098542,defense response to other organism,4.885046566928163e-11,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1220,52,22,21031,0.4230769230769231,0.018032786885245903,Module 2,"['GO:0006952', 'GO:0051707']"
267,GO:BP,GO:0007599,hemostasis,4.8852590841322383e-11,True,"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]",235,1478,53,21031,0.03585926928281461,0.225531914893617,Module Singleton,['GO:0050878']
268,GO:BP,GO:2000026,regulation of multicellular organismal development,5.088829447377699e-11,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",1411,1478,176,21031,0.11907983761840325,0.12473423104181432,Module Singleton,"['GO:0007275', 'GO:0050793', 'GO:0051239']"
269,GO:BP,GO:0002252,immune effector process,5.289342263596311e-11,True,"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",698,52,18,21031,0.34615384615384615,0.025787965616045846,Module 2,['GO:0002376']
270,GO:BP,GO:0050867,positive regulation of cell activation,5.496523598830017e-11,True,"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]",371,1478,70,21031,0.04736129905277402,0.18867924528301888,Module Singleton,"['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']"
271,GO:CC,GO:0042101,T cell receptor complex,6.296714979287892e-11,True,"""A protein complex that contains a disulfide-linked heterodimer of T cell receptor (TCR) chains, which are members of the immunoglobulin superfamily, and mediates antigen recognition, ultimately resulting in T cell activation. The TCR heterodimer is associated with the CD3 complex, which consists of the nonpolymorphic polypeptides gamma, delta, epsilon, zeta, and, in some cases, eta (an RNA splice variant of zeta) or Fc epsilon chains."" [GOC:mah, ISBN:0781735149]",133,1541,37,22097,0.024010382868267358,0.2781954887218045,Module Singleton,['GO:0098802']
272,GO:BP,GO:0019884,antigen processing and presentation of exogenous antigen,6.503124485875065e-11,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of exogenous origin on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",47,23,7,21031,0.30434782608695654,0.14893617021276595,Module 4,['GO:0019882']
273,GO:CC,GO:0034663,endoplasmic reticulum chaperone complex,6.558687698838292e-11,True,"""A protein complex that is located in the endoplasmic reticulum and is composed of chaperone proteins, including BiP, GRP94; CaBP1, protein disulfide isomerase (PDI), ERdj3, cyclophilin B, ERp72, GRP170, UDP-glucosyltransferase, and SDF2-L1."" [PMID:12475965]",11,65,6,22097,0.09230769230769231,0.5454545454545454,Module 1,['GO:0140534']
274,GO:BP,GO:0001775,cell activation,6.651162580709642e-11,True,"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]",1092,52,21,21031,0.40384615384615385,0.019230769230769232,Module 2,"['GO:0009987', 'GO:0032501']"
275,GO:BP,GO:0032943,mononuclear cell proliferation,6.949797985448316e-11,True,"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]",315,1478,63,21031,0.04262516914749662,0.2,Module Singleton,['GO:0070661']
276,GO:BP,GO:1903037,regulation of leukocyte cell-cell adhesion,7.65758853168354e-11,True,"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",365,1478,69,21031,0.04668470906630582,0.18904109589041096,Module Singleton,"['GO:0007159', 'GO:0022407']"
277,GO:BP,GO:0002683,negative regulation of immune system process,7.672878614753707e-11,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]",495,1478,84,21031,0.056833558863328824,0.1696969696969697,Module Singleton,"['GO:0002376', 'GO:0002682', 'GO:0048519']"
278,GO:BP,GO:0002526,acute inflammatory response,8.428655802586501e-11,True,"""Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",108,1478,34,21031,0.023004059539918808,0.3148148148148148,Module Singleton,['GO:0006954']
279,GO:CC,GO:0005615,extracellular space,8.859890129595861e-11,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",3303,65,35,22097,0.5384615384615384,0.01059642749016046,Module 1,"['GO:0005576', 'GO:0110165']"
280,KEGG,KEGG:05320,Autoimmune thyroid disease,9.47973035253445e-11,True,Autoimmune thyroid disease,49,16,7,8484,0.4375,0.14285714285714285,Module 4,['KEGG:00000']
281,GO:BP,GO:0050727,regulation of inflammatory response,9.5626855403692e-11,True,"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]",375,1478,70,21031,0.04736129905277402,0.18666666666666668,Module Singleton,"['GO:0006954', 'GO:0031347', 'GO:0032101']"
282,GO:BP,GO:0140546,defense response to symbiont,9.654867783580994e-11,True,"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]",1113,52,21,21031,0.40384615384615385,0.018867924528301886,Module 2,['GO:0098542']
283,GO:BP,GO:0002687,positive regulation of leukocyte migration,9.726501290373825e-11,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte migration."" [GOC:add]",153,1478,41,21031,0.02774018944519621,0.2679738562091503,Module Singleton,"['GO:0002684', 'GO:0002685', 'GO:0030335', 'GO:0050900']"
284,GO:BP,GO:0001568,blood vessel development,9.919757927853245e-11,True,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",721,1478,108,21031,0.07307171853856563,0.14979195561719832,Module Singleton,"['GO:0001944', 'GO:0048856']"
285,KEGG,KEGG:04640,Hematopoietic cell lineage,1.0565832235027918e-10,True,Hematopoietic cell lineage,92,16,8,8484,0.5,0.08695652173913043,Module 4,['KEGG:00000']
286,GO:BP,GO:0001944,vasculature development,1.185247526865958e-10,True,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",752,1478,111,21031,0.07510148849797023,0.14760638297872342,Module Singleton,"['GO:0048731', 'GO:0072359']"
287,REAC,REAC:R-HSA-1280218,Adaptive Immune System,1.2434089266062235e-10,True,Adaptive Immune System,809,982,136,10842,0.1384928716904277,0.1681087762669963,Module Singleton,['REAC:R-HSA-168256']
288,GO:BP,GO:0006952,defense response,1.4075199364033828e-10,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1791,52,25,21031,0.4807692307692308,0.013958682300390842,Module 2,['GO:0006950']
289,GO:MF,GO:0140375,immune receptor activity,1.575895793290587e-10,True,"""Receiving a signal and transmitting it in a cell to initiate an immune response."" [PMID:31415752, Wikipedia:Immune_receptor]",145,1449,39,20212,0.026915113871635612,0.2689655172413793,Module Singleton,['GO:0038023']
290,GO:CC,GO:1904724,tertiary granule lumen,1.7772235318149122e-10,True,"""Any membrane-enclosed lumen that is part of a tertiary granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]",55,1541,23,22097,0.014925373134328358,0.41818181818181815,Module Singleton,"['GO:0070013', 'GO:0070820']"
291,GO:CC,GO:0012505,endomembrane system,1.8569427721019966e-10,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4777,65,41,22097,0.6307692307692307,0.008582792547624032,Module 1,['GO:0110165']
292,HPA,HPA:0131332,colon; mucosal lymphoid cells[≥Medium],1.8931398731282781e-10,True,colon; mucosal lymphoid cells[≥Medium],365,18,11,11019,0.6111111111111112,0.030136986301369864,Module 4,['HPA:0131331']
293,HPA,HPA:0131331,colon; mucosal lymphoid cells[≥Low],1.9326850562598398e-10,True,colon; mucosal lymphoid cells[≥Low],509,18,12,11019,0.6666666666666666,0.023575638506876228,Module 4,['HPA:0130000']
294,GO:BP,GO:0007596,blood coagulation,2.1403406110166623e-10,True,"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [PMID:30700128]",228,1478,51,21031,0.03450608930987822,0.2236842105263158,Module Singleton,"['GO:0007599', 'GO:0042060', 'GO:0050817']"
295,REAC,REAC:R-HSA-375276,Peptide ligand-binding receptors,2.5276442236695763e-10,True,Peptide ligand-binding receptors,195,982,52,10842,0.05295315682281059,0.26666666666666666,Module Singleton,['REAC:R-HSA-373076']
296,GO:BP,GO:0006897,endocytosis,3.020534524803184e-10,True,"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]",704,1478,105,21031,0.07104194857916103,0.14914772727272727,Module Singleton,"['GO:0016192', 'GO:0098657']"
297,HPA,HPA:0401331,rectum; mucosal lymphoid cells[≥Low],4.158806533892285e-10,True,rectum; mucosal lymphoid cells[≥Low],543,18,12,11019,0.6666666666666666,0.022099447513812154,Module 4,['HPA:0400000']
298,GO:BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,4.408252859202729e-10,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",299,23,10,21031,0.43478260869565216,0.033444816053511704,Module 4,"['GO:0002757', 'GO:0002768']"
299,GO:BP,GO:0019882,antigen processing and presentation,4.466035721972178e-10,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",115,23,8,21031,0.34782608695652173,0.06956521739130435,Module 4,['GO:0002376']
300,GO:CC,GO:0031091,platelet alpha granule,4.488617295001426e-10,True,"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]",90,1541,29,22097,0.01881894873458793,0.32222222222222224,Module Singleton,['GO:0030141']
301,HPA,HPA:0401332,rectum; mucosal lymphoid cells[≥Medium],4.870714166786281e-10,True,rectum; mucosal lymphoid cells[≥Medium],398,18,11,11019,0.6111111111111112,0.02763819095477387,Module 4,['HPA:0401331']
302,KEGG,KEGG:04650,Natural killer cell mediated cytotoxicity,5.16987177051029e-10,True,Natural killer cell mediated cytotoxicity,124,30,10,8484,0.3333333333333333,0.08064516129032258,Module 2,['KEGG:00000']
303,GO:BP,GO:0050817,coagulation,5.271831488227632e-10,True,"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]",233,1478,51,21031,0.03450608930987822,0.21888412017167383,Module Singleton,['GO:0032501']
304,GO:MF,GO:0001664,G protein-coupled receptor binding,5.343107079641084e-10,True,"""Binding to a G protein-coupled receptor."" [GOC:ceb, GOC:dph]",292,1449,58,20212,0.04002760524499655,0.19863013698630136,Module Singleton,['GO:0005102']
305,KEGG,KEGG:05321,Inflammatory bowel disease,5.361852935765016e-10,True,Inflammatory bowel disease,62,16,7,8484,0.4375,0.11290322580645161,Module 4,['KEGG:00000']
306,GO:BP,GO:0030335,positive regulation of cell migration,5.555378017779634e-10,True,"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]",540,1478,87,21031,0.05886332882273342,0.16111111111111112,Module Singleton,"['GO:0016477', 'GO:0030334', 'GO:2000147']"
307,GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,6.017788072492374e-10,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1724,52,24,21031,0.46153846153846156,0.013921113689095127,Module 2,['GO:0008150']
308,KEGG,KEGG:05416,Viral myocarditis,6.0264529762606e-10,True,Viral myocarditis,63,16,7,8484,0.4375,0.1111111111111111,Module 4,['KEGG:00000']
309,GO:BP,GO:0051707,response to other organism,6.041621188587286e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1548,52,23,21031,0.4423076923076923,0.014857881136950904,Module 2,"['GO:0043207', 'GO:0044419']"
310,GO:BP,GO:0043207,response to external biotic stimulus,6.291952894495092e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1551,52,23,21031,0.4423076923076923,0.014829142488716958,Module 2,"['GO:0009605', 'GO:0009607']"
311,GO:BP,GO:0035556,intracellular signal transduction,6.495452441164584e-10,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2668,1478,282,21031,0.19079837618403248,0.10569715142428786,Module Singleton,['GO:0007165']
312,GO:CC,GO:0062023,collagen-containing extracellular matrix,6.927120911131327e-10,True,"""An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells."" [GOC:BHF, GOC:rph, PMID:21123617]",425,1541,72,22097,0.04672290720311486,0.16941176470588235,Module Singleton,['GO:0031012']
313,GO:BP,GO:0042060,wound healing,7.133517602908318e-10,True,"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]",425,1478,74,21031,0.05006765899864682,0.17411764705882352,Module Singleton,['GO:0009611']
314,GO:BP,GO:0045321,leukocyte activation,7.407203418625314e-10,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",946,52,19,21031,0.36538461538461536,0.0200845665961945,Module 2,"['GO:0001775', 'GO:0002376']"
315,GO:BP,GO:0051128,regulation of cellular component organization,8.500023904354543e-10,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2425,1478,261,21031,0.17658998646820026,0.10762886597938144,Module Singleton,"['GO:0016043', 'GO:0050794']"
316,GO:BP,GO:0035295,tube development,8.716998595739568e-10,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",1091,1478,142,21031,0.09607577807848444,0.1301558203483043,Module Singleton,"['GO:0007275', 'GO:0048856']"
317,GO:BP,GO:1903047,mitotic cell cycle process,8.717532207285386e-10,True,"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",745,1478,108,21031,0.07307171853856563,0.14496644295302014,Module Singleton,"['GO:0000278', 'GO:0022402']"
318,GO:MF,GO:0042605,peptide antigen binding,9.304170050096941e-10,True,"""Binding to an antigen peptide."" [GOC:add, GOC:jl, GOC:rv]",42,21,6,20212,0.2857142857142857,0.14285714285714285,Module 4,"['GO:0003823', 'GO:0042277']"
319,GO:BP,GO:0051251,positive regulation of lymphocyte activation,9.519344911666584e-10,True,"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",323,23,10,21031,0.43478260869565216,0.030959752321981424,Module 4,"['GO:0002696', 'GO:0046649', 'GO:0051249']"
320,GO:BP,GO:0048002,antigen processing and presentation of peptide antigen,9.884801853393841e-10,True,"""The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC protein complex on its cell surface, including proteolysis and transport steps for the peptide antigen both prior to and following assembly with the MHC protein complex. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein."" [GOC:add, ISBN:0781735149, PMID:15771591]",68,23,7,21031,0.30434782608695654,0.10294117647058823,Module 4,['GO:0019882']
321,GO:BP,GO:0009607,response to biotic stimulus,1.0039457198036513e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1586,52,23,21031,0.4423076923076923,0.014501891551071878,Module 2,['GO:0050896']
322,GO:BP,GO:0040017,positive regulation of locomotion,1.0081848206753101e-09,True,"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",583,1478,91,21031,0.061569688768606225,0.15608919382504288,Module Singleton,"['GO:0040011', 'GO:0040012', 'GO:0048518']"
323,GO:BP,GO:0098609,cell-cell adhesion,1.038360170938178e-09,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",946,59,20,21031,0.3389830508474576,0.021141649048625793,Module 0,['GO:0007155']
324,GO:BP,GO:0045087,innate immune response,1.0531562072467043e-09,True,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",965,52,19,21031,0.36538461538461536,0.019689119170984457,Module 2,"['GO:0006955', 'GO:0140546']"
325,GO:BP,GO:0010628,positive regulation of gene expression,1.0668662238496045e-09,True,"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1189,1478,151,21031,0.10216508795669824,0.12699747687132043,Module Singleton,"['GO:0010467', 'GO:0010468', 'GO:0010557']"
326,GO:BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,1.0760321210625362e-09,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",327,23,10,21031,0.43478260869565216,0.03058103975535168,Module 4,"['GO:0002764', 'GO:0007166']"
327,GO:BP,GO:1901701,cellular response to oxygen-containing compound,1.1136579427632657e-09,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1179,1478,150,21031,0.10148849797023005,0.1272264631043257,Module Singleton,"['GO:0070887', 'GO:1901700']"
328,GO:BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,1.2972010849790291e-09,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]",105,1478,32,21031,0.02165087956698241,0.3047619047619048,Module Singleton,"['GO:0001819', 'GO:0071706', 'GO:1903555']"
329,GO:BP,GO:2000147,positive regulation of cell motility,1.475350963660063e-09,True,"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]",568,1478,89,21031,0.060216508795669824,0.15669014084507044,Module Singleton,"['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']"
330,KEGG,KEGG:05140,Leishmaniasis,1.5911339028344554e-09,True,Leishmaniasis,72,16,7,8484,0.4375,0.09722222222222222,Module 4,['KEGG:00000']
331,GO:BP,GO:0045785,positive regulation of cell adhesion,1.681348418525341e-09,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",477,1478,79,21031,0.05345060893098782,0.16561844863731656,Module Singleton,"['GO:0007155', 'GO:0030155', 'GO:0048522']"
332,GO:BP,GO:0051249,regulation of lymphocyte activation,1.881233414368475e-09,True,"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",497,23,11,21031,0.4782608695652174,0.022132796780684104,Module 4,"['GO:0002694', 'GO:0046649']"
333,GO:BP,GO:0009653,anatomical structure morphogenesis,2.2455658443323843e-09,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2684,1478,281,21031,0.19012178619756429,0.10469448584202683,Module Singleton,"['GO:0032502', 'GO:0048856']"
334,GO:BP,GO:0002696,positive regulation of leukocyte activation,2.3678031873634226e-09,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]",354,23,10,21031,0.43478260869565216,0.02824858757062147,Module 4,"['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']"
335,GO:CC,GO:0035580,specific granule lumen,2.3776508491067068e-09,True,"""The volume enclosed by the membrane of a specific granule, a granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:bf, PMID:7334549]",61,1541,23,22097,0.014925373134328358,0.3770491803278688,Module Singleton,"['GO:0034774', 'GO:0042581']"
336,GO:BP,GO:0048468,cell development,2.5408832905866485e-09,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",2819,1478,292,21031,0.1975642760487145,0.10358283079106066,Module Singleton,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
337,GO:BP,GO:0002699,positive regulation of immune effector process,2.5455054485457255e-09,True,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",250,1478,52,21031,0.035182679296346414,0.208,Module Singleton,"['GO:0002252', 'GO:0002684', 'GO:0002697']"
338,KEGG,KEGG:05144,Malaria,2.7754714569554828e-09,True,Malaria,49,746,22,8484,0.029490616621983913,0.4489795918367347,Module Singleton,['KEGG:00000']
339,REAC,REAC:R-HSA-6783783,Interleukin-10 signaling,2.881502776814191e-09,True,Interleukin-10 signaling,45,982,22,10842,0.02240325865580448,0.4888888888888889,Module Singleton,['REAC:R-HSA-449147']
340,GO:BP,GO:0006915,apoptotic process,3.0520658914366443e-09,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1913,59,26,21031,0.4406779661016949,0.013591217982226868,Module 0,['GO:0012501']
341,GO:CC,GO:0071753,IgM immunoglobulin complex,3.105832327358207e-09,True,"""A protein complex composed of two identical immunoglobulin heavy chains of the IgM isotype and two identical immunoglobulin light chains, held together by disulfide bonds, and in its circulating form complexed with J chain in polymeric forms. An IgM immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."" [GOC:add, ISBN:0781765196, PMID:20176268]",6,24,4,22097,0.16666666666666666,0.6666666666666666,Module 4,['GO:0019814']
342,GO:CC,GO:0098797,plasma membrane protein complex,3.531661224292684e-09,True,"""Any protein complex that is part of the plasma membrane."" [GOC:dos]",718,1541,101,22097,0.06554185593770279,0.14066852367688024,Module Singleton,"['GO:0005886', 'GO:0098796']"
343,GO:BP,GO:0002682,regulation of immune system process,3.726209058765024e-09,True,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",1512,52,22,21031,0.4230769230769231,0.01455026455026455,Module 2,"['GO:0002376', 'GO:0050789']"
344,GO:BP,GO:0050867,positive regulation of cell activation,3.770660497045094e-09,True,"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]",371,23,10,21031,0.43478260869565216,0.026954177897574125,Module 4,"['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']"
345,GO:CC,GO:0005576,extracellular region,3.829582729454578e-09,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",4213,65,37,22097,0.5692307692307692,0.00878234037502967,Module 1,['GO:0110165']
346,GO:BP,GO:1901342,regulation of vasculature development,3.915991225403746e-09,True,"""Any process that modulates the frequency, rate or extent of vasculature development."" [GOC:TermGenie]",293,1478,57,21031,0.03856562922868741,0.1945392491467577,Module Singleton,"['GO:0001944', 'GO:2000026']"
347,GO:BP,GO:0050870,positive regulation of T cell activation,4.065724521556358e-09,True,"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]",247,23,9,21031,0.391304347826087,0.03643724696356275,Module 4,"['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']"
348,GO:BP,GO:0009605,response to external stimulus,4.070647464291561e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",2723,52,28,21031,0.5384615384615384,0.010282776349614395,Module 2,['GO:0050896']
349,GO:BP,GO:0051049,regulation of transport,4.261496485307028e-09,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1594,1478,186,21031,0.12584573748308525,0.11668757841907151,Module Singleton,"['GO:0006810', 'GO:0032879']"
350,GO:MF,GO:0045236,CXCR chemokine receptor binding,4.348747994764912e-09,True,"""Binding to a chemokine receptor in the CXCR family."" [GOC:ceb, PMID:11910892]",18,1449,13,20212,0.008971704623878536,0.7222222222222222,Module Singleton,['GO:0042379']
351,GO:BP,GO:0002521,leukocyte differentiation,4.51267437808631e-09,True,"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]",627,1478,94,21031,0.06359945872801083,0.14992025518341306,Module Singleton,"['GO:0030097', 'GO:0030154']"
352,GO:CC,GO:0031982,vesicle,4.648732592003256e-09,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",4004,65,36,22097,0.5538461538461539,0.008991008991008992,Module 1,['GO:0043227']
353,GO:BP,GO:1905818,regulation of chromosome separation,4.905986846204141e-09,True,"""Any process that modulates the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",74,1478,26,21031,0.017591339648173207,0.35135135135135137,Module Singleton,"['GO:0051304', 'GO:0051983']"
